City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Vestmannaeyjar,IS,2022-04-14 23:20:25,63.4427,-20.2734,47.7,97,100,24.16
1,Upernavik,GL,2022-04-14 23:20:26,72.7868,-56.1549,-12.93,99,37,8.34
2,Ribeira Grande,PT,2022-04-14 23:20:26,38.5167,-28.7,61.2,88,75,23.02
3,Igarka,RU,2022-04-14 23:20:27,67.4667,86.5833,32.29,97,100,17.2
4,Chuy,UY,2022-04-14 23:20:27,-33.6971,-53.4616,54.34,69,0,9.19
5,Igarapava,BR,2022-04-14 23:20:27,-20.0383,-47.7469,76.12,91,25,2.86
6,San Cristobal,VE,2022-04-14 23:20:28,7.7669,-72.225,77.18,66,99,3.0
7,Southbridge,US,2022-04-14 23:20:28,42.0751,-72.0334,64.18,91,100,10.49
8,Yellowknife,CA,2022-04-14 23:17:29,62.456,-114.3525,25.29,59,75,10.36
9,Hamilton,US,2022-04-14 23:15:46,39.1834,-84.5333,60.85,27,20,21.85
10,Castro,BR,2022-04-14 23:20:29,-24.7911,-50.0119,56.98,95,14,5.44
11,Punta Arenas,CL,2022-04-14 23:19:03,-53.15,-70.9167,48.31,71,75,5.75
12,Padang,ID,2022-04-14 23:20:29,-0.9492,100.3543,75.25,87,97,2.46
13,Albany,US,2022-04-14 23:20:11,42.6001,-73.9662,56.59,78,100,1.01
14,Hilo,US,2022-04-14 23:18:43,19.7297,-155.09,83.28,75,75,11.5
15,Provideniya,RU,2022-04-14 23:20:30,64.3833,-173.3,32.36,93,100,11.18
16,Mataura,NZ,2022-04-14 23:20:30,-46.1927,168.8643,55.47,62,4,2.66
17,Rikitea,PF,2022-04-14 23:20:30,-23.1203,-134.9692,78.04,68,22,15.7
18,Dunedin,NZ,2022-04-14 23:20:31,-45.8742,170.5036,60.03,59,0,2.91
19,Coos Bay,US,2022-04-14 23:20:31,43.3665,-124.2179,52.0,72,0,10.36
20,Tiksi,RU,2022-04-14 23:20:31,71.6872,128.8694,-0.42,98,100,8.39
21,Sisak,HR,2022-04-14 23:20:32,45.4661,16.3783,46.38,75,55,3.11
22,Ponta Do Sol,PT,2022-04-14 23:20:19,32.6667,-17.1,64.71,82,31,3.8
23,Ushuaia,AR,2022-04-14 23:17:22,-54.8,-68.3,47.86,57,20,11.5
24,Jamestown,US,2022-04-14 23:20:32,42.097,-79.2353,52.52,31,0,6.91
25,Hithadhoo,MV,2022-04-14 23:20:33,-0.6,73.0833,83.26,71,98,6.44
26,Adrar,MR,2022-04-14 23:20:33,20.5022,-10.0711,74.23,23,0,10.29
27,Port Elizabeth,ZA,2022-04-14 23:20:33,-33.918,25.5701,63.1,94,100,19.57
28,Sur,OM,2022-04-14 23:20:34,22.5667,59.5289,85.53,39,22,11.61
29,Danshui,CN,2022-04-14 23:20:34,22.7984,114.4672,71.71,71,31,7.34
30,Grand Gaube,MU,2022-04-14 23:20:34,-20.0064,57.6608,78.39,76,28,5.99
31,Saint George,US,2022-04-14 23:20:35,37.1041,-113.5841,72.43,11,0,7.0
32,Bengkulu,ID,2022-04-14 23:20:35,-3.8004,102.2655,76.57,87,99,2.1
33,Carnarvon,AU,2022-04-14 23:20:35,-24.8667,113.6333,66.27,72,0,6.91
34,Atuona,PF,2022-04-14 23:20:36,-9.8,-139.0333,78.42,78,53,13.98
35,Nanortalik,GL,2022-04-14 23:20:36,60.1432,-45.2371,32.11,93,44,2.86
36,Cap-Aux-Meules,CA,2022-04-14 23:20:37,47.3821,-61.8597,33.85,86,20,6.91
37,Mahebourg,MU,2022-04-14 23:20:37,-20.4081,57.7,78.26,78,40,10.36
38,Bredasdorp,ZA,2022-04-14 23:20:37,-34.5322,20.0403,56.17,72,48,7.0
39,Shimanovsk,RU,2022-04-14 23:17:14,52.0,127.7,35.94,65,73,5.93
40,Denpasar,ID,2022-04-14 23:18:56,-8.65,115.2167,80.26,83,20,1.14
41,Basco,PH,2022-04-14 23:20:38,20.4487,121.9702,77.07,77,66,22.12
42,Puerto Ayora,EC,2022-04-14 23:20:38,-0.7393,-90.3518,78.08,82,97,8.66
43,Rocha,UY,2022-04-14 23:20:38,-34.4833,-54.3333,51.26,76,0,6.64
44,Busselton,AU,2022-04-14 23:21:39,-33.65,115.3333,56.71,86,0,7.56
45,Port Alfred,ZA,2022-04-14 23:21:39,-33.5906,26.891,63.18,94,99,5.99
46,Sao Joao Da Barra,BR,2022-04-14 23:21:39,-21.6403,-41.0511,75.58,89,84,12.48
47,Vila Velha,BR,2022-04-14 23:19:02,-20.3297,-40.2925,78.75,90,75,5.75
48,Lavrentiya,RU,2022-04-14 23:21:40,65.5833,-171.0,32.9,99,100,11.56
49,Longyearbyen,SJ,2022-04-14 23:21:40,78.2186,15.6401,19.24,73,75,5.75
50,Richards Bay,ZA,2022-04-14 23:21:41,-28.783,32.0377,69.04,88,31,3.87
51,San Ramon De La Nueva Oran,AR,2022-04-14 23:17:06,-23.1322,-64.326,64.42,85,26,2.42
52,Kavieng,PG,2022-04-14 23:21:41,-2.5744,150.7967,83.86,74,67,11.43
53,Kodiak,US,2022-04-14 23:18:31,57.79,-152.4072,45.91,49,75,13.8
54,Qaanaaq,GL,2022-04-14 23:21:41,77.484,-69.3632,-3.32,90,98,4.09
55,Port Lincoln,AU,2022-04-14 23:21:42,-34.7333,135.8667,67.21,80,10,8.14
56,Nioro,GM,2022-04-14 23:21:42,13.35,-15.75,80.98,37,22,8.55
57,Ambilobe,MG,2022-04-14 23:21:42,-13.2,49.05,73.89,89,37,3.09
58,Mimongo,GA,2022-04-14 23:17:18,-1.6195,11.6068,68.11,96,63,1.77
59,Avera,US,2022-04-14 23:21:43,33.194,-82.5271,75.54,77,98,8.19
60,Sungaipenuh,ID,2022-04-14 23:21:43,-2.0833,101.3833,64.26,96,100,1.03
61,Brae,GB,2022-04-14 23:21:44,60.3964,-1.353,42.98,80,100,9.62
62,Nemuro,JP,2022-04-14 23:21:44,43.3236,145.575,33.84,91,100,4.81
63,Poso,ID,2022-04-14 23:21:44,-1.3959,120.7524,78.12,86,100,3.85
64,Saldanha,ZA,2022-04-14 23:21:45,-33.0117,17.9442,50.05,67,5,18.52
65,Kungurtug,RU,2022-04-14 23:21:45,50.5994,97.5228,9.95,89,16,2.64
66,Dawson Creek,CA,2022-04-14 23:21:46,55.7666,-120.2362,31.64,32,0,10.36
67,Kamenka,RU,2022-04-14 23:21:46,51.3223,42.7678,43.57,88,100,12.75
68,Duncanville,US,2022-04-14 23:21:46,32.6518,-96.9083,75.74,31,0,16.11
69,Te Anau,NZ,2022-04-14 23:21:47,-45.4167,167.7167,56.93,60,8,1.41
70,Tuktoyaktuk,CA,2022-04-14 23:21:47,69.4541,-133.0374,-2.2,78,20,9.22
71,Acajutla,SV,2022-04-14 23:21:47,13.5928,-89.8275,86.02,61,29,7.76
72,Clyde River,CA,2022-04-14 23:21:48,70.4692,-68.5914,1.63,71,20,10.36
73,Arraial Do Cabo,BR,2022-04-14 23:20:18,-22.9661,-42.0278,75.83,83,53,12.44
74,Esmeraldas,BR,2022-04-14 23:21:48,-19.7625,-44.3139,78.04,87,38,3.22
75,Diffa,NE,2022-04-14 23:21:48,13.3154,12.6113,87.19,13,95,2.62
76,Hermanus,ZA,2022-04-14 23:21:49,-34.4187,19.2345,55.8,78,47,9.62
77,Luderitz,NA,2022-04-14 23:21:49,-26.6481,15.1594,59.92,80,16,21.32
78,Kudahuvadhoo,MV,2022-04-14 23:21:49,2.6708,72.8944,84.18,74,71,9.33
79,Victoria,HK,2022-04-14 23:18:08,22.2855,114.1577,75.38,69,14,18.99
80,Luwuk,ID,2022-04-14 23:21:50,-0.9516,122.7875,80.02,80,100,1.81
81,Hovd,MN,2022-04-14 23:21:50,48.0056,91.6419,26.87,40,100,3.22
82,Pevek,RU,2022-04-14 23:21:51,69.7008,170.3133,14.85,80,73,2.39
83,Yining,CN,2022-04-14 23:21:51,29.0361,114.5636,55.83,91,100,4.32
84,Alibag,IN,2022-04-14 23:21:51,18.6411,72.8792,84.27,79,79,0.76
85,Bayan,CN,2022-04-14 23:21:52,46.0833,127.4,41.68,27,12,6.98
86,New Norfolk,AU,2022-04-14 23:21:52,-42.7826,147.0587,62.92,64,100,4.0
87,Cape Town,ZA,2022-04-14 23:18:46,-33.9258,18.4232,60.12,74,75,10.36
88,Turukhansk,RU,2022-04-14 23:21:52,65.8167,87.9833,34.09,90,100,14.65
89,Baton Rouge,US,2022-04-14 23:20:58,30.4508,-91.1545,80.89,58,0,5.75
90,Bambous Virieux,MU,2022-04-14 23:20:23,-20.3428,57.7575,78.22,78,40,10.36
91,Vaitape,PF,2022-04-14 23:21:53,-16.5167,-151.75,82.47,71,21,18.75
92,Vaini,TO,2022-04-14 23:22:53,-21.2,-175.2,80.76,94,75,10.36
93,Barrow,US,2022-04-14 23:20:09,71.2906,-156.7887,3.22,72,0,16.11
94,Sao Filipe,CV,2022-04-14 23:22:54,14.8961,-24.4956,70.93,77,1,11.63
95,Preobrazheniye,RU,2022-04-14 23:19:49,42.9019,133.9064,42.94,56,79,2.39
96,Kedougou,SN,2022-04-14 23:22:54,12.5579,-12.1743,92.34,14,86,4.07
97,East London,ZA,2022-04-14 23:21:26,-33.0153,27.9116,68.68,79,100,8.99
98,Camana,PE,2022-04-14 23:22:55,-16.6228,-72.7111,67.73,80,52,7.96
99,Forbes,AU,2022-04-14 23:22:55,-33.3833,148.0167,63.14,61,65,4.61
100,Nikolskoye,RU,2022-04-14 23:22:55,59.7035,30.7861,37.8,98,100,3.11
101,Lasa,IT,2022-04-14 23:22:56,46.6166,10.7002,52.68,84,21,2.59
102,Lucapa,AO,2022-04-14 23:22:56,-8.4192,20.7447,66.51,96,100,2.57
103,Santa Maria,BR,2022-04-14 23:22:56,-29.6842,-53.8069,54.7,82,0,2.3
104,Bethel,US,2022-04-14 23:22:57,41.3712,-73.414,65.17,75,95,14.2
105,Kurumkan,RU,2022-04-14 23:22:57,54.3,110.3,32.22,76,100,5.57
106,Broken Hill,AU,2022-04-14 23:22:57,-31.95,141.4333,69.08,44,100,9.31
107,Lompoc,US,2022-04-14 23:22:58,34.6391,-120.4579,73.56,65,0,21.85
108,Kaitangata,NZ,2022-04-14 23:22:58,-46.2817,169.8464,59.05,61,9,3.76
109,Tacoronte,ES,2022-04-14 23:22:58,28.4769,-16.4102,58.26,71,40,13.8
110,Honiara,SB,2022-04-14 23:22:59,-9.4333,159.95,85.73,65,49,4.76
111,Pangnirtung,CA,2022-04-14 23:22:59,66.1451,-65.7125,-3.93,97,15,3.18
112,Port Macquarie,AU,2022-04-14 23:22:59,-31.4333,152.9167,68.9,72,43,3.65
113,Lashio,MM,2022-04-14 23:23:00,22.9333,97.75,70.21,56,100,1.52
114,Labuhan,ID,2022-04-14 23:23:00,-6.8844,112.2051,76.91,84,83,4.68
115,Faanui,PF,2022-04-14 23:23:00,-16.4833,-151.75,82.44,72,20,18.84
116,Verkhnevilyuysk,RU,2022-04-14 23:23:01,63.4453,120.3167,19.33,91,92,7.34
117,Tutoia,BR,2022-04-14 23:23:01,-2.7619,-42.2744,78.53,89,99,7.85
118,Kapaa,US,2022-04-14 23:23:01,22.0752,-159.319,82.38,72,75,16.11
119,Jalu,LY,2022-04-14 23:23:02,29.0331,21.5482,71.31,20,60,20.76
120,Bluff,NZ,2022-04-14 23:23:02,-46.6,168.3333,55.8,70,11,10.85
121,Ukiah,US,2022-04-14 23:23:03,39.1502,-123.2078,57.09,88,100,9.22
122,Chiplun,IN,2022-04-14 23:23:03,17.5333,73.5167,77.99,82,92,1.81
123,Yulara,AU,2022-04-14 23:23:04,-25.2406,130.9889,76.84,31,29,8.05
124,Tommot,RU,2022-04-14 23:23:04,58.9564,126.2925,30.07,96,100,3.33
125,Cherskiy,RU,2022-04-14 23:23:04,68.75,161.3,18.86,89,100,2.42
126,Tsybli,UA,2022-04-14 23:23:05,49.9948,31.5628,44.56,73,31,3.94
127,Doha,QA,2022-04-14 23:23:05,25.2867,51.5333,84.09,52,0,5.75
128,Todos Santos,MX,2022-04-14 23:23:05,23.45,-110.2167,72.45,62,73,10.33
129,Vilhena,BR,2022-04-14 23:23:06,-12.7406,-60.1458,73.62,94,40,10.36
130,Ancud,CL,2022-04-14 23:23:06,-41.8697,-73.8203,51.93,90,0,2.42
131,Salinopolis,BR,2022-04-14 23:23:06,-0.6136,-47.3561,78.53,88,93,8.97
132,Ishigaki,JP,2022-04-14 23:23:07,24.3448,124.1572,71.73,94,75,12.66
133,Kitami,JP,2022-04-14 23:23:07,43.8031,143.8908,38.66,60,100,4.83
134,Comodoro Rivadavia,AR,2022-04-14 23:19:35,-45.8667,-67.5,64.26,59,0,4.61
135,Norman Wells,CA,2022-04-14 23:23:07,65.282,-126.8329,17.64,45,40,13.8
136,Geraldton,AU,2022-04-14 23:23:08,-28.7667,114.6,64.81,77,0,11.5
137,Tura,IN,2022-04-14 23:23:08,25.5198,90.2201,71.19,94,44,6.89
138,Muroto,JP,2022-04-14 23:24:09,33.2833,134.15,64.26,93,100,10.92
139,Swan River,CA,2022-04-14 23:24:09,52.1058,-101.2676,15.69,86,100,18.41
140,San Patricio,US,2022-04-14 23:24:09,28.017,-97.5169,81.32,59,98,18.37
141,Aykhal,RU,2022-04-14 23:24:10,66.0,111.5,8.13,94,97,15.97
142,Gravdal,NO,2022-04-14 23:24:10,68.1214,13.5031,37.72,66,69,2.98
143,Cabo San Lucas,MX,2022-04-14 23:24:10,22.8909,-109.9124,81.7,46,75,6.91
144,Nishihara,JP,2022-04-14 23:24:11,26.1842,127.7558,74.48,89,75,11.5
145,Katsuura,JP,2022-04-14 23:24:11,35.1333,140.3,50.02,93,100,17.38
146,Ostrovnoy,RU,2022-04-14 23:24:11,68.0531,39.5131,14.36,96,92,6.8
147,Constitucion,CL,2022-04-14 23:24:12,-35.3333,-72.4167,53.38,87,1,4.43
148,Montlucon,FR,2022-04-14 23:24:12,46.3333,2.6,47.7,93,1,2.3
149,Mar Del Plata,AR,2022-04-14 23:20:41,-38.0023,-57.5575,59.88,74,0,5.99
150,Tazovskiy,RU,2022-04-14 23:24:12,67.4667,78.7,33.48,99,100,12.86
151,Zabid,YE,2022-04-14 23:24:13,14.1951,43.3152,84.58,33,27,1.39
152,Grindavik,IS,2022-04-14 23:24:13,63.8424,-22.4338,49.95,100,100,29.93
153,Los Llanos De Aridane,ES,2022-04-14 23:24:13,28.6585,-17.9182,60.55,85,0,11.5
154,Haines Junction,CA,2022-04-14 23:24:14,60.7522,-137.5108,40.95,20,11,4.61
155,Guerrero Negro,MX,2022-04-14 23:24:14,27.9769,-114.0611,68.22,52,68,17.67
156,Umm Lajj,SA,2022-04-14 23:24:14,25.0213,37.2685,72.41,62,0,9.91
157,Fortuna,US,2022-04-14 23:24:15,40.5982,-124.1573,53.85,67,100,11.5
158,Vardo,NO,2022-04-14 23:24:15,70.3705,31.1107,34.03,85,57,14.61
159,Kieta,PG,2022-04-14 23:24:16,-6.2167,155.6333,83.59,70,99,3.0
160,Smolenka,RU,2022-04-14 23:24:16,52.1352,113.4974,37.47,35,40,6.71
161,Sassandra,CI,2022-04-14 23:24:17,4.95,-6.0833,80.83,84,87,10.02
162,Caceres,ES,2022-04-14 23:24:17,39.522,-6.3748,54.93,70,7,2.51
163,Nha Trang,VN,2022-04-14 23:24:18,12.25,109.1833,78.8,89,88,4.03
164,Hobart,AU,2022-04-14 23:24:18,-42.8794,147.3294,63.27,65,75,18.41
165,Qui Nhon,VN,2022-04-14 23:24:18,13.7667,109.2333,76.59,90,52,2.42
166,Wajima,JP,2022-04-14 23:24:19,37.4,136.9,52.48,100,75,4.61
167,Tiruchchendur,IN,2022-04-14 23:24:19,8.4833,78.1167,82.47,76,84,12.1
168,Axim,GH,2022-04-14 23:24:19,4.8699,-2.2405,80.19,85,100,7.76
169,Praia,CV,2022-04-14 23:24:20,14.9215,-23.5087,70.34,68,20,13.8
170,Tupaciguara,BR,2022-04-14 23:24:20,-18.5922,-48.705,68.31,86,57,7.34
171,Georgetown,MY,2022-04-14 23:20:41,5.4112,100.3354,78.73,99,20,3.44
172,Ponta Delgada,PT,2022-04-14 23:24:20,37.7333,-25.6667,63.32,94,75,9.22
173,Garden City,US,2022-04-14 23:24:21,42.3256,-83.331,55.65,29,75,41.43
174,Saskylakh,RU,2022-04-14 23:24:21,71.9167,114.0833,-9.35,99,100,5.14
175,Husavik,IS,2022-04-14 23:24:21,66.0449,-17.3389,40.06,87,100,9.95
176,Dikson,RU,2022-04-14 23:24:22,73.5069,80.5464,16.41,91,100,7.38
177,Polonnaruwa,LK,2022-04-14 23:24:22,7.9333,81.0,75.52,95,100,3.33
178,Lumby,CA,2022-04-14 23:24:22,50.2498,-118.969,48.79,19,89,3.44
179,Blagoyevo,RU,2022-04-14 23:24:23,63.3667,47.9167,19.8,98,67,1.7
180,Honningsvag,NO,2022-04-14 23:24:23,70.9821,25.9704,31.75,74,80,9.22
181,Diveyevo,RU,2022-04-14 23:24:23,55.0433,43.2418,35.11,92,32,11.9
182,Bogashevo,RU,2022-04-14 23:24:24,56.3683,85.1447,29.97,74,0,2.24
183,Ugoofaaru,MV,2022-04-14 23:24:24,5.6667,73.0,84.25,74,95,9.28
184,Saint-Philippe,RE,2022-04-14 23:24:24,-21.3585,55.7679,76.59,87,60,15.23
185,Yamada,JP,2022-04-14 23:24:25,39.4667,141.95,41.56,96,100,8.01
186,Lichinga,MZ,2022-04-14 23:25:25,-13.3128,35.2406,60.39,97,52,5.53
187,Korla,CN,2022-04-14 23:25:25,41.7597,86.1469,55.17,23,61,7.27
188,Avarua,CK,2022-04-14 23:25:26,-21.2078,-159.775,84.25,79,79,4.61
189,Nalut,LY,2022-04-14 23:25:26,30.3333,10.85,69.58,32,100,16.55
190,Tasiilaq,GL,2022-04-14 23:25:26,65.6145,-37.6368,32.16,99,100,3.09
191,Saint Anthony,US,2022-04-14 23:22:46,45.0205,-93.218,34.25,70,75,25.32
192,Manta,EC,2022-04-14 23:25:27,-0.95,-80.7333,80.38,69,75,11.5
193,Rio Grande,BR,2022-04-14 23:25:27,-32.035,-52.0986,54.95,62,1,14.81
194,Tulun,RU,2022-04-14 23:25:28,54.5611,100.5792,32.81,69,85,4.23
195,Ixtapa,MX,2022-04-14 23:25:28,20.7,-105.2,76.23,73,75,11.5
196,Khatanga,RU,2022-04-14 23:25:28,71.9667,102.5,-18.99,100,40,3.04
197,Okha,RU,2022-04-14 23:25:29,53.5739,142.9478,28.71,72,34,8.23
198,Beaupre,CA,2022-04-14 23:25:29,47.0443,-70.8953,45.95,91,100,10.36
199,Bosaso,SO,2022-04-14 23:25:29,11.2842,49.1816,82.69,54,2,8.28
200,Menongue,AO,2022-04-14 23:25:30,-14.6585,17.691,60.96,95,58,3.24
201,Rawson,AR,2022-04-14 23:21:24,-43.3002,-65.1023,71.13,25,7,20.96
202,Ejea De Los Caballeros,ES,2022-04-14 23:25:30,42.1263,-1.1372,53.82,88,3,5.57
203,La Rioja,ES,2022-04-14 23:25:30,42.25,-2.5,44.38,95,39,3.44
204,Isilkul,RU,2022-04-14 23:25:31,54.9109,71.2728,49.01,51,66,8.1
205,Poum,NC,2022-04-14 23:21:20,-20.2333,164.0167,77.68,81,92,2.24
206,Hofn,IS,2022-04-14 23:25:31,64.2539,-15.2082,47.39,99,100,17.02
207,Ayagoz,KZ,2022-04-14 23:25:32,47.9714,80.4392,40.98,36,0,8.48
208,Thetford Mines,CA,2022-04-14 23:25:32,46.0913,-71.3013,46.27,97,100,7.02
209,Jutai,BR,2022-04-14 23:25:32,-5.1833,-68.9,73.47,99,100,1.14
210,Kavaratti,IN,2022-04-14 23:25:33,10.5669,72.642,82.29,75,26,7.05
211,Pacific Grove,US,2022-04-14 23:25:33,36.6177,-121.9166,63.34,79,98,7.0
212,Butaritari,KI,2022-04-14 23:25:33,3.0707,172.7902,81.45,75,85,12.21
213,Nadvoitsy,RU,2022-04-14 23:25:34,63.8667,34.3167,32.99,99,100,2.57
214,Ketchikan,US,2022-04-14 23:25:34,55.3422,-131.6461,48.67,27,0,8.05
215,Airai,TL,2022-04-14 23:25:34,-8.9266,125.4092,64.83,81,91,2.55
216,Lebu,CL,2022-04-14 23:25:35,-37.6167,-73.65,52.43,87,0,6.2
217,Elizabeth City,US,2022-04-14 23:25:35,36.2946,-76.2511,78.82,75,0,13.8
218,Auch,FR,2022-04-14 23:25:35,43.65,0.5833,59.34,80,4,5.99
219,Wadi Musa,JO,2022-04-14 23:25:36,30.3222,35.4793,55.38,34,0,1.03
220,Nantucket,US,2022-04-14 23:25:36,41.2835,-70.0995,51.94,95,100,0.0
221,Sayyan,YE,2022-04-14 23:25:36,15.1718,44.3244,58.1,43,11,3.18
222,Aripuana,BR,2022-04-14 23:25:37,-9.1667,-60.6333,74.88,96,100,1.45
223,Fallon,US,2022-04-14 23:25:37,39.4735,-118.7774,62.47,27,100,18.41
224,Itoman,JP,2022-04-14 23:25:37,26.1247,127.6694,75.22,86,75,11.5
225,Thompson,CA,2022-04-14 23:25:38,55.7435,-97.8558,15.96,48,75,23.02
226,Lagoa,PT,2022-04-14 23:25:38,39.05,-27.9833,60.6,75,3,20.42
227,Perevolotskiy,RU,2022-04-14 23:25:38,51.8763,54.1938,42.1,83,9,13.22
228,Maniwaki,CA,2022-04-14 23:21:32,46.3834,-75.966,52.18,50,80,14.97
229,Klamath Falls,US,2022-04-14 23:25:39,42.2249,-121.7817,46.31,68,75,14.97
230,Lorengau,PG,2022-04-14 23:25:39,-2.0226,147.2712,82.94,78,36,7.85
231,Batemans Bay,AU,2022-04-14 23:25:40,-35.7167,150.1833,66.09,65,24,4.21
232,Beringovskiy,RU,2022-04-14 23:26:40,63.05,179.3167,31.66,99,100,13.82
233,Port Hardy,CA,2022-04-14 23:26:40,50.6996,-127.4199,50.18,29,75,6.91
234,Ileza,RU,2022-04-14 23:26:41,61.0533,43.9002,29.75,92,100,2.26
235,Banda Aceh,ID,2022-04-14 23:26:41,5.5577,95.3222,80.06,80,91,0.63
236,Plettenberg Bay,ZA,2022-04-14 23:26:41,-34.0527,23.3716,59.25,87,100,10.4
237,Hasaki,JP,2022-04-14 23:25:17,35.7333,140.8333,52.2,92,100,16.53
238,Bikapur,IN,2022-04-14 23:26:42,26.6,82.1333,82.2,15,13,5.91
239,Chokurdakh,RU,2022-04-14 23:22:43,70.6333,147.9167,8.08,91,100,7.87
240,Calama,CL,2022-04-14 23:25:22,-22.4667,-68.9333,61.29,20,0,13.8
241,Qaqortoq,GL,2022-04-14 23:26:42,60.7167,-46.0333,31.78,91,44,4.54
242,Rio Claro,BR,2022-04-14 23:26:43,-22.4114,-47.5614,65.61,94,76,10.31
243,Tuatapere,NZ,2022-04-14 23:26:43,-46.1333,167.6833,59.13,59,13,3.62
244,Ottersberg,DE,2022-04-14 23:26:44,53.1,9.15,46.31,76,42,10.87
245,Kuytun,RU,2022-04-14 23:26:44,54.3419,101.5036,31.41,75,89,5.75
246,San Pedro,PH,2022-04-14 23:26:44,14.35,121.0167,83.32,77,20,9.22
247,Caravelas,BR,2022-04-14 23:26:45,-17.7125,-39.2481,80.11,83,8,9.13
248,Conde,BR,2022-04-14 23:26:45,-7.2597,-34.9075,80.06,83,0,10.36
249,Bourail,NC,2022-04-14 23:26:45,-21.5667,165.4833,78.04,81,74,3.47
250,Mmathubudukwane,BW,2022-04-14 23:26:46,-24.6,26.4333,66.56,54,0,3.47
251,Yilan,TW,2022-04-14 23:26:46,24.757,121.753,66.9,86,99,5.28
252,Mnogovershinnyy,RU,2022-04-14 23:26:46,53.9353,139.9242,24.42,83,48,7.36
253,Baykit,RU,2022-04-14 23:26:47,61.67,96.37,32.67,95,100,1.95
254,Hay River,CA,2022-04-14 23:26:47,60.8156,-115.7999,28.38,34,20,9.22
255,Vao,NC,2022-04-14 23:26:47,-22.6667,167.4833,76.64,82,66,11.05
256,Sept-Iles,CA,2022-04-14 23:22:02,50.2001,-66.3821,41.52,45,75,5.75
257,Dingle,PH,2022-04-14 23:26:48,10.9995,122.6711,77.47,85,97,0.98
258,Ngunguru,NZ,2022-04-14 23:26:48,-35.6167,174.5,63.45,62,9,5.41
259,Naze,JP,2022-04-14 23:26:49,28.3667,129.4833,68.92,88,7,13.0
260,Souillac,MU,2022-04-14 23:26:49,-20.5167,57.5167,77.38,78,40,10.36
261,Sibu,MY,2022-04-14 23:26:49,2.3,111.8167,75.51,94,20,4.61
262,Opuwo,NA,2022-04-14 23:26:50,-18.0607,13.84,67.12,51,12,3.15
263,Half Moon Bay,US,2022-04-14 23:25:40,37.4636,-122.4286,63.03,84,100,14.97
264,Portland,US,2022-04-14 23:23:46,45.5234,-122.6762,50.56,73,75,10.36
265,Aljojuca,MX,2022-04-14 23:26:50,19.1,-97.5167,68.29,47,98,6.8
266,Hambantota,LK,2022-04-14 23:26:51,6.1241,81.1185,79.52,85,98,7.38
267,Popondetta,PG,2022-04-14 23:26:51,-8.7537,148.2534,82.45,75,100,0.67
268,Sinnamary,GF,2022-04-14 23:26:51,5.3833,-52.95,77.74,86,81,14.23
269,San Quintin,MX,2022-04-14 23:26:52,30.4833,-115.95,63.86,60,3,22.46
270,Varnavino,RU,2022-04-14 23:26:52,57.4035,45.0916,31.84,90,12,9.6
271,Koungou,YT,2022-04-14 23:26:52,-12.7336,45.2042,82.11,83,20,9.22
272,Jackson,US,2022-04-14 23:24:04,42.4165,-122.8345,54.75,43,0,14.97
273,College,US,2022-04-14 23:23:34,64.8569,-147.8028,44.55,46,0,5.75
274,Bida,NG,2022-04-14 23:26:53,9.0833,6.0167,82.99,63,68,5.08
275,Lulea,SE,2022-04-14 23:26:53,65.5842,22.1547,28.47,74,8,8.05
276,Samut Prakan,TH,2022-04-14 23:25:35,13.5,100.45,88.05,73,65,6.8
277,Kharsawan,IN,2022-04-14 23:27:54,22.8,85.8333,86.49,27,92,5.73
278,Frisco,US,2022-04-14 23:26:08,33.1507,-96.8236,76.03,32,0,7.0
